case,n,m,family,seed,configuration,macs,weight_density,kernel_words,kernel_sha256,input_words,cycles,cold,fetch,memory,wait,setup,scalar,retired,outputs
n64_m1_extrema_s1729_iterative_staged,64,1,extrema,1729,iterative_staged,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_extrema_s1729_iterative_fused,64,1,extrema,1729,iterative_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_extrema_s1729_parallel_fused,64,1,extrema,1729,parallel_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n96_m1_zero_s1729_software,96,1,zero,1729,software,96,0.0,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,876,3184,292,198,0,0,386,292,1
n96_m1_zero_s1729_iterative_staged,96,1,zero,1729,iterative_staged,96,0.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_zero_s1729_iterative_fused,96,1,zero,1729,iterative_fused,96,0.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_zero_s1729_parallel_fused,96,1,zero,1729,parallel_fused,96,0.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_sparse_s1729_software,96,1,sparse,1729,software,96,0.15625,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,3699,6007,1233,1272,0,0,1194,1233,1
n96_m1_sparse_s1729_iterative_staged,96,1,sparse,1729,iterative_staged,96,0.15625,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_sparse_s1729_iterative_fused,96,1,sparse,1729,iterative_fused,96,0.15625,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_sparse_s1729_parallel_fused,96,1,sparse,1729,parallel_fused,96,0.15625,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_sparse_s1730_software,96,1,sparse,1730,software,96,0.22916666666666666,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,5130,7438,1710,1830,0,0,1590,1710,1
n96_m1_sparse_s1730_iterative_staged,96,1,sparse,1730,iterative_staged,96,0.22916666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_sparse_s1730_iterative_fused,96,1,sparse,1730,iterative_fused,96,0.22916666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_sparse_s1730_parallel_fused,96,1,sparse,1730,parallel_fused,96,0.22916666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_sparse_s1731_software,96,1,sparse,1731,software,96,0.19791666666666666,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,4431,6739,1477,1548,0,0,1406,1477,1
n96_m1_sparse_s1731_iterative_staged,96,1,sparse,1731,iterative_staged,96,0.19791666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_sparse_s1731_iterative_fused,96,1,sparse,1731,iterative_fused,96,0.19791666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_sparse_s1731_parallel_fused,96,1,sparse,1731,parallel_fused,96,0.19791666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_small_s1729_software,96,1,small,1729,software,96,0.9270833333333334,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,18225,20533,6075,6870,0,0,5280,6075,1
n96_m1_small_s1729_iterative_staged,96,1,small,1729,iterative_staged,96,0.9270833333333334,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_small_s1729_iterative_fused,96,1,small,1729,iterative_fused,96,0.9270833333333334,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_small_s1729_parallel_fused,96,1,small,1729,parallel_fused,96,0.9270833333333334,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_small_s1730_software,96,1,small,1730,software,96,0.9166666666666666,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,17772,20080,5924,6666,0,0,5182,5924,1
n96_m1_small_s1730_iterative_staged,96,1,small,1730,iterative_staged,96,0.9166666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_small_s1730_iterative_fused,96,1,small,1730,iterative_fused,96,0.9166666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_small_s1730_parallel_fused,96,1,small,1730,parallel_fused,96,0.9166666666666666,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_small_s1731_software,96,1,small,1731,software,96,0.90625,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,17739,20047,5913,6672,0,0,5154,5913,1
n96_m1_small_s1731_iterative_staged,96,1,small,1731,iterative_staged,96,0.90625,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_small_s1731_iterative_fused,96,1,small,1731,iterative_fused,96,0.90625,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_small_s1731_parallel_fused,96,1,small,1731,parallel_fused,96,0.90625,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_full_s1729_software,96,1,full,1729,software,96,0.9895833333333334,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,18891,21199,6297,7068,0,0,5526,6297,1
n96_m1_full_s1729_iterative_staged,96,1,full,1729,iterative_staged,96,0.9895833333333334,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_full_s1729_iterative_fused,96,1,full,1729,iterative_fused,96,0.9895833333333334,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_full_s1729_parallel_fused,96,1,full,1729,parallel_fused,96,0.9895833333333334,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_full_s1730_software,96,1,full,1730,software,96,1.0,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,19116,21424,6372,7158,0,0,5586,6372,1
n96_m1_full_s1730_iterative_staged,96,1,full,1730,iterative_staged,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_full_s1730_iterative_fused,96,1,full,1730,iterative_fused,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_full_s1730_parallel_fused,96,1,full,1730,parallel_fused,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_full_s1731_software,96,1,full,1731,software,96,1.0,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,18960,21268,6320,7080,0,0,5560,6320,1
n96_m1_full_s1731_iterative_staged,96,1,full,1731,iterative_staged,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_full_s1731_iterative_fused,96,1,full,1731,iterative_fused,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_full_s1731_parallel_fused,96,1,full,1731,parallel_fused,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n96_m1_extrema_s1729_software,96,1,extrema,1729,software,96,1.0,7876,856699b7e2ab7ba5e7a3cf03d6de2edfa239f5768ba548da4e7d108a4dfc34fb,192,19020,21328,6340,7110,0,0,5570,6340,1
n96_m1_extrema_s1729_iterative_staged,96,1,extrema,1729,iterative_staged,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,2122,4430,291,386,1248,3,194,291,1
n96_m1_extrema_s1729_iterative_fused,96,1,extrema,1729,iterative_fused,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1930,4238,291,386,1056,3,194,291,1
n96_m1_extrema_s1729_parallel_fused,96,1,extrema,1729,parallel_fused,96,1.0,291,c10c1ac1b710e3f8684c646702556b95e555a1d8f91a611de578f4219094fe47,192,1162,3470,291,386,288,3,194,291,1
n8_m4_zero_s1729_software,8,4,zero,1729,software,32,0.0,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,336,820,112,88,0,0,136,112,4
n8_m4_zero_s1729_iterative_staged,8,4,zero,1729,iterative_staged,32,0.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_zero_s1729_iterative_fused,8,4,zero,1729,iterative_fused,32,0.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_zero_s1729_parallel_fused,8,4,zero,1729,parallel_fused,32,0.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_sparse_s1729_software,8,4,sparse,1729,software,32,0.1875,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,1422,1906,474,496,0,0,452,474,4
n8_m4_sparse_s1729_iterative_staged,8,4,sparse,1729,iterative_staged,32,0.1875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_sparse_s1729_iterative_fused,8,4,sparse,1729,iterative_fused,32,0.1875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_sparse_s1729_parallel_fused,8,4,sparse,1729,parallel_fused,32,0.1875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_sparse_s1730_software,8,4,sparse,1730,software,32,0.1875,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,1458,1942,486,514,0,0,458,486,4
n8_m4_sparse_s1730_iterative_staged,8,4,sparse,1730,iterative_staged,32,0.1875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_sparse_s1730_iterative_fused,8,4,sparse,1730,iterative_fused,32,0.1875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_sparse_s1730_parallel_fused,8,4,sparse,1730,parallel_fused,32,0.1875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_sparse_s1731_software,8,4,sparse,1731,software,32,0.15625,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,1341,1825,447,478,0,0,416,447,4
n8_m4_sparse_s1731_iterative_staged,8,4,sparse,1731,iterative_staged,32,0.15625,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_sparse_s1731_iterative_fused,8,4,sparse,1731,iterative_fused,32,0.15625,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_sparse_s1731_parallel_fused,8,4,sparse,1731,parallel_fused,32,0.15625,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_small_s1729_software,8,4,small,1729,software,32,0.96875,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,6351,6835,2117,2398,0,0,1836,2117,4
n8_m4_small_s1729_iterative_staged,8,4,small,1729,iterative_staged,32,0.96875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_small_s1729_iterative_fused,8,4,small,1729,iterative_fused,32,0.96875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_small_s1729_parallel_fused,8,4,small,1729,parallel_fused,32,0.96875,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_small_s1730_software,8,4,small,1730,software,32,0.90625,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,5865,6349,1955,2200,0,0,1710,1955,4
n8_m4_small_s1730_iterative_staged,8,4,small,1730,iterative_staged,32,0.90625,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_small_s1730_iterative_fused,8,4,small,1730,iterative_fused,32,0.90625,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_small_s1730_parallel_fused,8,4,small,1730,parallel_fused,32,0.90625,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_small_s1731_software,8,4,small,1731,software,32,1.0,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,6576,7060,2192,2488,0,0,1896,2192,4
n8_m4_small_s1731_iterative_staged,8,4,small,1731,iterative_staged,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_small_s1731_iterative_fused,8,4,small,1731,iterative_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_small_s1731_parallel_fused,8,4,small,1731,parallel_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_full_s1729_software,8,4,full,1729,software,32,1.0,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,6288,6772,2096,2344,0,0,1848,2096,4
n8_m4_full_s1729_iterative_staged,8,4,full,1729,iterative_staged,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_full_s1729_iterative_fused,8,4,full,1729,iterative_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_full_s1729_parallel_fused,8,4,full,1729,parallel_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_full_s1730_software,8,4,full,1730,software,32,1.0,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,6300,6784,2100,2350,0,0,1850,2100,4
n8_m4_full_s1730_iterative_staged,8,4,full,1730,iterative_staged,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_full_s1730_iterative_fused,8,4,full,1730,iterative_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_full_s1730_parallel_fused,8,4,full,1730,parallel_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_full_s1731_software,8,4,full,1731,software,32,1.0,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,6588,7072,2196,2494,0,0,1898,2196,4
n8_m4_full_s1731_iterative_staged,8,4,full,1731,iterative_staged,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_full_s1731_iterative_fused,8,4,full,1731,iterative_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_full_s1731_parallel_fused,8,4,full,1731,parallel_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n8_m4_extrema_s1729_software,8,4,extrema,1729,software,32,1.0,2640,cf7876705fcfbd78b4cf8ecbb040f26b9613aee647ae7d9ffa422e100948d6a5,40,6384,6868,2128,2392,0,0,1864,2128,4
n8_m4_extrema_s1729_iterative_staged,8,4,extrema,1729,iterative_staged,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,744,1228,108,136,416,12,72,108,4
n8_m4_extrema_s1729_iterative_fused,8,4,extrema,1729,iterative_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,680,1164,108,136,352,12,72,108,4
n8_m4_extrema_s1729_parallel_fused,8,4,extrema,1729,parallel_fused,32,1.0,108,22b3be6bca8b21f0bc0d2ae9798bac4f9a927f1006cbb784621c10c60cfeab01,40,424,908,108,136,96,12,72,108,4
n16_m4_zero_s1729_software,16,4,zero,1729,software,64,0.0,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,624,1588,208,152,0,0,264,208,4
n16_m4_zero_s1729_iterative_staged,16,4,zero,1729,iterative_staged,64,0.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_zero_s1729_iterative_fused,16,4,zero,1729,iterative_fused,64,0.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_zero_s1729_parallel_fused,16,4,zero,1729,parallel_fused,64,0.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_sparse_s1729_software,16,4,sparse,1729,software,64,0.21875,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,3198,4162,1066,1124,0,0,1008,1066,4
n16_m4_sparse_s1729_iterative_staged,16,4,sparse,1729,iterative_staged,64,0.21875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_sparse_s1729_iterative_fused,16,4,sparse,1729,iterative_fused,64,0.21875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_sparse_s1729_parallel_fused,16,4,sparse,1729,parallel_fused,64,0.21875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_sparse_s1730_software,16,4,sparse,1730,software,64,0.15625,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,2502,3466,834,866,0,0,802,834,4
n16_m4_sparse_s1730_iterative_staged,16,4,sparse,1730,iterative_staged,64,0.15625,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_sparse_s1730_iterative_fused,16,4,sparse,1730,iterative_fused,64,0.15625,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_sparse_s1730_parallel_fused,16,4,sparse,1730,parallel_fused,64,0.15625,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_sparse_s1731_software,16,4,sparse,1731,software,64,0.21875,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,3234,4198,1078,1142,0,0,1014,1078,4
n16_m4_sparse_s1731_iterative_staged,16,4,sparse,1731,iterative_staged,64,0.21875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_sparse_s1731_iterative_fused,16,4,sparse,1731,iterative_fused,64,0.21875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_sparse_s1731_parallel_fused,16,4,sparse,1731,parallel_fused,64,0.21875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_small_s1729_software,16,4,small,1729,software,64,0.890625,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,11541,12505,3847,4328,0,0,3366,3847,4
n16_m4_small_s1729_iterative_staged,16,4,small,1729,iterative_staged,64,0.890625,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_small_s1729_iterative_fused,16,4,small,1729,iterative_fused,64,0.890625,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_small_s1729_parallel_fused,16,4,small,1729,parallel_fused,64,0.890625,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_small_s1730_software,16,4,small,1730,software,64,0.984375,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,12735,13699,4245,4790,0,0,3700,4245,4
n16_m4_small_s1730_iterative_staged,16,4,small,1730,iterative_staged,64,0.984375,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_small_s1730_iterative_fused,16,4,small,1730,iterative_fused,64,0.984375,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_small_s1730_parallel_fused,16,4,small,1730,parallel_fused,64,0.984375,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_small_s1731_software,16,4,small,1731,software,64,0.921875,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,12183,13147,4061,4604,0,0,3518,4061,4
n16_m4_small_s1731_iterative_staged,16,4,small,1731,iterative_staged,64,0.921875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_small_s1731_iterative_fused,16,4,small,1731,iterative_fused,64,0.921875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_small_s1731_parallel_fused,16,4,small,1731,parallel_fused,64,0.921875,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_full_s1729_software,16,4,full,1729,software,64,1.0,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,12864,13828,4288,4832,0,0,3744,4288,4
n16_m4_full_s1729_iterative_staged,16,4,full,1729,iterative_staged,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_full_s1729_iterative_fused,16,4,full,1729,iterative_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_full_s1729_parallel_fused,16,4,full,1729,parallel_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_full_s1730_software,16,4,full,1730,software,64,1.0,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,12552,13516,4184,4676,0,0,3692,4184,4
n16_m4_full_s1730_iterative_staged,16,4,full,1730,iterative_staged,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1448,2412,204,264,832,12,136,204,4
n16_m4_full_s1730_iterative_fused,16,4,full,1730,iterative_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,1320,2284,204,264,704,12,136,204,4
n16_m4_full_s1730_parallel_fused,16,4,full,1730,parallel_fused,64,1.0,204,87f531fd203734cbec32735a1725564e6e3006103781d3e6221b587932a7aca0,80,808,1772,204,264,192,12,136,204,4
n16_m4_full_s1731_software,16,4,full,1731,software,64,1.0,5264,eeb77e590d59a98bfdcf1f99c00540403780f63b404cd476b6c33766d8dbd39f,80,12708,13672,4236,4754,0,0,3718,4236,4
